horas_pantalla_diaria,frecuencia_doomscrolling,revisiones_notificaciones_dia,exposicion_recomendaciones_ia,intentos_desintoxicacion,grupo_edad_enc,genero_enc,plataforma_enc,pais_enc,perdida_productividad_pct
5.92,6.49,299,63.18,12,0,0,4,2,7.04
12.11,1.18,341,23.72,14,1,2,4,1,60.53
3.11,8.94,276,21.64,2,2,1,3,1,33.6
13.4,3.82,166,81.27,1,2,1,4,1,1.11
3.72,8.59,63,18.4,10,0,1,4,4,9.63
1.98,6.25,53,47.46,5,3,1,0,2,11.42
12.09,8.4,296,35.29,11,4,1,0,4,58.08
11.23,1.06,205,31.29,8,2,1,1,2,62.56
3.78,2.61,47,63.75,8,0,1,3,2,36.94
5.94,1.91,186,36.51,4,3,0,1,4,69.04
10.22,2.49,53,39.29,5,1,0,3,4,39.69
4.62,6.47,186,66.01,3,1,2,0,2,15.73
10.97,1.33,259,4.59,1,3,2,4,4,11.24
12.89,6.83,217,72.32,8,0,0,1,4,40.24
1.56,7.39,48,41.55,8,0,1,2,1,43.55
6.15,7.72,171,69.16,1,2,0,4,3,57.45
10.63,5.5,326,47.98,12,4,2,2,3,11.83
12.0,9.21,302,30.59,10,3,1,0,3,20.81
5.41,7.06,187,26.86,1,2,1,4,2,8.44
13.31,5.42,326,50.29,5,3,1,2,0,9.59
7.44,1.39,239,90.66,8,2,0,0,4,61.61
0.56,0.06,312,80.79,8,2,1,2,1,10.6
3.5,0.32,250,12.43,4,1,0,3,3,67.08
12.67,5.91,35,14.05,7,2,0,2,4,63.48
9.95,2.22,128,35.79,7,0,2,2,2,66.84
0.98,9.07,331,87.31,9,0,2,3,4,28.47
5.63,7.43,292,50.55,1,3,2,0,4,31.17
5.56,5.29,180,55.3,11,0,0,2,4,1.44
8.23,9.75,244,18.28,3,0,2,4,4,20.46
8.35,4.57,39,91.94,4,0,1,0,2,36.18
6.3,1.68,193,89.42,10,3,0,1,2,14.51
4.63,5.54,44,4.67,10,0,0,2,3,11.51
7.3,2.49,123,39.68,11,1,1,3,0,7.97
6.74,5.92,292,22.53,14,4,2,4,4,47.11
13.02,2.38,115,86.55,5,3,0,1,3,17.39
11.55,9.73,56,65.27,4,0,2,3,3,39.76
6.45,9.99,27,49.43,3,4,0,3,4,36.49
8.97,0.55,198,67.06,5,1,0,0,1,63.46
6.02,8.97,260,32.49,2,3,2,1,4,44.94
4.87,1.74,240,20.17,13,4,1,2,0,55.55
9.95,5.23,153,66.11,4,0,0,4,3,47.84
12.91,1.75,296,49.31,0,0,1,3,2,62.94
9.57,6.78,328,56.78,5,4,1,3,1,23.94
11.68,2.76,217,16.8,6,2,0,1,2,8.67
9.23,1.93,98,26.32,3,4,1,4,3,12.91
6.2,9.05,274,90.35,11,4,0,1,4,61.19
3.95,3.07,161,29.98,9,0,2,1,1,16.88
11.48,4.95,316,32.87,5,3,2,1,4,48.64
13.14,8.18,248,2.27,10,2,0,3,4,59.15
3.37,6.43,306,61.47,12,1,1,1,1,39.52
4.49,6.06,200,85.42,11,2,2,0,3,30.18
1.96,3.64,51,73.51,14,0,0,1,1,21.06
6.0,4.03,338,91.18,3,1,0,1,0,69.93
0.64,2.86,296,89.78,9,3,1,3,2,17.59
5.77,9.39,221,74.49,7,3,2,4,2,37.54
6.33,9.46,127,33.26,9,0,0,2,2,11.07
1.21,1.39,218,15.15,2,2,0,2,2,26.57
10.66,8.05,234,59.97,4,4,0,3,2,59.23
4.84,1.42,189,30.71,5,1,2,0,0,34.93
5.97,6.15,43,91.76,3,0,2,3,3,57.61
7.27,2.91,181,55.56,14,4,2,3,3,35.48
4.1,6.53,339,54.68,9,4,2,0,0,52.6
12.22,5.36,322,7.08,13,1,0,1,0,52.59
1.23,7.91,56,67.02,12,3,2,3,3,36.14
10.68,5.17,294,25.58,2,2,1,4,3,50.83
8.69,6.97,146,29.9,7,2,0,2,1,14.69
13.12,4.81,270,2.65,9,2,2,4,0,38.67
10.64,8.55,65,49.44,4,2,0,3,1,42.78
4.28,3.95,50,98.3,2,0,2,1,1,64.69
12.5,7.7,245,74.82,14,4,0,4,4,42.68
12.33,1.22,37,27.04,3,4,1,1,2,5.85
6.69,1.14,107,4.87,2,4,1,0,3,58.03
5.59,5.12,40,90.67,0,4,2,4,0,26.49
8.46,7.94,178,1.03,11,3,0,1,0,64.84
11.1,8.3,278,66.59,9,4,0,1,0,32.14
6.89,7.46,20,42.95,2,4,2,0,4,68.99
8.96,2.61,65,96.86,10,3,0,2,4,47.45
1.67,9.05,39,50.0,9,4,0,4,2,5.34
11.42,2.96,144,49.33,1,3,0,3,2,43.29
8.93,1.49,242,43.34,8,1,1,4,4,38.36
9.28,2.08,184,7.5,0,4,0,0,0,30.62
1.46,7.79,145,38.39,13,2,0,4,3,11.38
10.67,9.53,82,58.27,5,3,0,4,2,16.88
13.41,1.29,213,47.59,4,1,1,4,1,26.19
4.02,7.82,40,21.79,14,4,0,1,1,36.91
7.73,9.48,314,26.85,6,3,2,4,1,4.69
10.29,8.38,138,33.52,0,0,1,4,3,26.7
7.44,1.53,55,88.75,9,2,0,1,2,15.26
8.26,1.18,100,71.32,13,3,0,0,3,3.37
5.28,3.13,137,40.35,2,1,1,2,0,17.56
3.3,4.47,48,83.37,4,3,1,0,1,1.91
3.51,3.84,69,95.19,10,3,2,4,1,27.27
12.62,8.16,334,29.39,2,1,0,4,1,40.11
5.78,6.05,15,73.97,9,4,1,1,4,24.23
10.33,0.67,296,61.14,9,3,2,3,3,36.85
11.71,8.71,211,6.39,2,3,2,4,0,54.14
12.62,3.52,314,14.73,3,0,0,2,2,12.34
13.26,5.8,95,51.33,4,3,1,2,4,66.91
8.42,4.2,207,54.53,9,0,2,4,0,32.07
8.52,4.25,142,11.03,7,4,1,4,1,36.14
4.5,2.45,201,65.22,14,1,1,2,3,30.85
4.63,8.29,101,76.31,2,3,1,0,4,3.0
6.39,0.74,280,33.3,4,3,1,1,3,4.85
10.46,8.28,112,65.58,6,1,0,1,2,36.2
7.77,6.59,292,35.43,13,3,0,2,2,10.81
9.98,0.02,127,65.92,2,2,0,0,0,12.73
11.98,8.56,146,12.27,5,1,1,3,1,6.39
3.5,8.68,65,66.97,10,2,0,2,4,34.72
4.33,3.57,179,63.57,9,2,1,2,1,9.47
8.1,9.71,127,57.85,10,4,2,1,1,62.08
6.82,0.68,156,10.06,9,3,1,1,1,29.04
6.56,2.6,208,29.87,3,2,2,4,1,39.47
2.75,2.56,327,94.3,4,0,0,2,4,36.13
6.99,1.47,226,45.94,8,2,0,3,3,65.94
8.66,2.46,228,46.92,14,2,1,1,0,9.09
2.6,7.91,102,37.72,9,0,1,3,3,35.3
11.94,3.48,28,92.48,3,2,1,4,1,68.62
11.7,4.09,151,85.01,1,1,0,3,2,3.7
9.88,2.93,168,66.41,5,3,0,4,0,36.44
8.66,1.41,20,26.15,12,3,0,3,3,64.87
12.02,2.8,229,6.23,5,0,0,1,4,64.74
2.22,0.31,129,91.41,12,3,2,4,1,14.13
1.03,7.77,278,99.51,9,4,1,0,1,10.33
9.62,3.39,100,62.51,3,0,2,1,1,34.58
12.79,8.75,209,28.03,1,3,2,1,1,59.76
8.45,9.83,52,25.6,4,1,0,3,0,45.63
0.97,7.63,30,9.25,4,4,2,0,0,9.92
11.35,7.42,17,83.26,9,0,1,1,2,20.36
7.96,4.92,85,61.24,13,3,1,0,1,33.67
3.77,10.0,252,95.2,14,4,2,2,1,27.68
10.45,3.45,327,62.5,14,2,2,2,1,64.13
10.5,4.0,65,22.59,14,3,0,0,3,9.38
3.36,7.43,36,46.75,4,0,1,3,4,48.25
6.77,2.76,61,10.83,11,4,0,3,3,21.55
11.12,6.95,70,44.8,0,4,0,1,3,58.67
3.28,7.42,298,98.78,6,0,1,3,2,12.56
10.38,0.57,258,12.91,11,2,2,4,2,64.77
3.71,8.49,18,45.33,2,1,1,1,3,27.91
8.24,3.68,294,82.71,0,1,0,3,0,33.78
13.09,2.54,333,43.44,8,4,1,3,0,50.37
9.43,2.99,225,63.15,7,1,1,0,3,62.73
1.86,0.71,55,76.08,13,0,0,4,0,42.0
6.7,5.64,296,80.61,11,4,2,0,3,41.07
12.48,3.93,47,89.25,11,3,1,0,1,29.61
0.52,0.62,264,52.85,3,4,0,4,2,34.08
3.07,9.5,12,65.09,10,0,1,4,3,69.28
2.44,0.3,345,17.52,1,3,1,2,1,8.52
8.58,6.25,183,62.38,5,4,0,3,0,44.06
7.72,5.15,133,47.4,1,1,1,2,1,35.38
7.16,6.33,320,82.39,2,1,2,2,3,3.65
2.15,2.52,164,41.51,3,4,1,0,0,50.56
2.82,5.37,204,81.33,8,4,1,1,3,12.06
7.75,8.66,23,12.38,4,3,0,0,2,30.08
6.4,3.75,37,15.22,0,3,0,1,3,43.71
1.64,7.38,17,83.31,10,0,0,1,0,64.24
11.29,1.77,23,85.68,7,1,0,2,3,63.36
8.96,5.18,36,22.27,6,0,1,3,3,63.85
9.41,6.34,329,97.96,5,0,0,1,1,8.46
4.21,4.35,135,59.61,5,4,2,4,1,47.82
6.32,7.33,217,79.78,2,1,2,3,1,49.15
10.83,9.36,15,83.55,2,2,2,4,2,68.7
8.92,2.72,22,48.78,5,0,0,0,1,61.54
4.95,9.46,5,46.07,7,1,2,1,3,49.7
11.8,4.58,232,29.62,5,4,0,1,1,0.2
5.31,9.48,151,4.76,11,0,1,1,3,49.12
1.5,2.8,25,12.84,6,4,2,3,3,25.44
7.06,7.63,246,86.27,9,0,0,3,2,14.04
5.69,1.08,263,52.66,8,2,1,2,0,65.59
4.52,1.54,126,38.41,14,1,2,1,1,65.11
7.05,3.91,195,17.96,8,0,1,2,4,64.33
1.64,4.26,218,98.97,13,0,2,3,3,62.27
12.2,8.83,31,28.16,13,0,0,4,4,51.32
10.42,0.3,248,96.41,3,4,1,2,4,15.16
6.58,8.76,143,43.53,2,2,0,0,3,62.48
0.61,2.8,266,82.02,10,0,0,1,3,27.84
3.11,1.19,223,15.42,0,1,1,1,4,29.49
2.35,8.23,341,1.21,5,2,1,2,1,34.03
6.32,1.96,185,74.56,5,4,0,4,4,2.07
8.41,9.09,283,92.71,11,3,1,2,2,29.76
6.98,2.47,60,93.0,7,1,0,1,0,33.31
7.33,5.4,285,1.96,5,0,1,1,4,22.77
1.89,3.29,162,62.38,3,0,2,0,4,45.83
3.97,1.57,75,87.03,7,2,0,4,2,1.47
8.22,2.49,9,58.95,10,4,0,2,4,66.59
7.02,0.41,102,50.04,2,1,1,4,1,59.09
13.16,7.21,183,27.04,13,4,1,4,1,56.54
3.78,7.57,273,27.55,8,4,0,4,4,27.76
2.33,9.1,98,64.38,0,0,0,3,0,22.95
5.21,7.43,13,70.09,1,1,0,2,4,4.93
2.35,0.45,26,85.31,13,0,1,4,0,42.32
5.92,4.39,68,33.62,8,1,0,2,3,19.79
3.76,8.74,208,58.4,6,2,0,3,3,55.95
9.11,7.38,288,9.46,12,0,0,2,4,10.28
11.66,4.83,56,44.59,7,4,2,0,0,55.83
11.19,4.54,102,33.04,12,0,2,4,2,23.7
12.43,1.04,303,56.23,9,2,2,4,1,16.47
1.88,4.13,90,41.29,0,1,1,2,0,14.44
5.18,4.79,176,81.46,3,4,2,2,1,69.52
5.26,0.75,26,77.09,0,3,2,1,4,23.6
10.72,9.56,34,30.86,9,0,0,2,0,41.41
4.02,2.77,258,62.69,10,3,2,2,3,43.3
4.96,6.87,332,64.66,3,2,0,4,2,57.13
7.27,5.0,342,44.36,5,1,1,2,4,42.98
11.89,4.97,18,16.64,1,2,0,4,3,55.29
8.9,0.12,257,97.05,11,2,0,3,1,22.47
7.29,8.06,31,72.93,9,4,1,3,2,41.92
6.09,0.8,288,77.38,3,1,2,4,1,68.07
7.72,9.64,53,45.66,0,0,1,2,4,22.46
12.72,4.5,165,71.39,1,4,1,1,4,17.31
10.39,0.35,13,34.14,2,4,1,4,1,64.44
5.25,4.48,311,69.02,10,2,0,2,1,9.46
6.59,3.38,239,86.85,0,4,0,2,0,30.58
13.19,9.71,132,13.28,12,0,0,0,2,31.56
7.49,6.48,275,31.15,5,0,2,2,2,57.9
4.91,9.33,223,86.73,7,2,1,4,0,32.06
5.1,9.21,84,87.42,4,1,2,3,2,12.88
3.76,2.11,13,97.86,13,0,0,2,1,21.9
8.37,6.78,338,38.73,6,2,1,0,0,42.61
11.17,1.0,157,67.57,11,0,1,2,3,14.27
9.31,1.3,42,17.6,0,2,1,3,1,32.1
5.71,6.43,306,45.56,9,3,2,1,2,58.31
9.98,4.97,262,29.88,5,2,1,2,3,27.39
0.89,4.78,218,77.59,8,0,2,2,4,0.82
0.97,0.61,268,46.74,10,3,0,1,4,23.52
1.32,7.34,201,23.1,8,3,1,2,2,13.75
10.95,3.25,179,33.9,9,0,2,1,3,31.35
8.53,8.92,163,24.11,7,1,1,4,4,56.2
1.22,0.66,94,77.58,7,1,1,3,4,59.16
3.31,3.87,279,39.06,11,4,2,2,4,30.99
7.02,1.11,198,69.34,4,1,1,1,4,32.71
12.02,7.55,275,38.29,5,4,1,3,0,24.34
5.89,4.93,256,86.66,6,1,2,4,0,62.54
8.96,6.31,250,25.37,12,1,2,4,4,63.05
5.48,4.73,308,5.08,14,0,1,1,0,68.89
5.69,5.6,251,54.14,5,4,2,1,1,33.35
10.35,3.1,91,15.91,6,0,0,1,1,35.07
6.11,3.46,162,16.4,5,4,2,0,2,60.35
7.04,6.87,59,80.44,11,2,0,1,1,8.79
6.03,0.67,261,8.88,0,2,1,3,1,17.85
8.09,5.52,254,31.98,10,4,1,3,2,6.5
1.77,0.56,264,66.23,12,2,1,4,1,8.1
4.75,9.68,192,3.3,14,1,2,1,2,37.62
11.76,7.31,112,50.82,8,2,0,2,1,4.22
10.24,1.65,159,80.28,3,1,2,2,1,18.4
2.79,7.12,222,90.45,4,1,1,1,0,15.5
1.89,4.26,324,29.38,0,3,0,2,3,59.29
4.35,7.2,101,73.72,12,4,2,4,0,37.37
2.7,3.88,27,95.89,2,4,1,0,0,28.89
11.23,1.22,145,26.6,14,2,0,1,1,31.35
8.16,1.19,348,1.4,2,2,0,3,4,61.13
12.79,5.45,53,85.13,0,4,2,4,0,29.27
4.05,0.2,20,45.43,8,4,0,0,1,3.41
8.84,4.71,71,60.44,7,4,0,4,4,46.06
2.94,5.39,62,83.35,12,4,0,0,0,11.52
12.46,1.79,256,37.06,10,1,1,1,1,50.55
10.74,7.51,90,21.75,13,4,1,0,2,53.93
3.47,7.05,179,75.38,7,0,0,3,1,61.51
12.35,3.91,149,11.96,10,2,0,4,1,53.49
0.77,3.57,46,86.62,4,3,0,1,2,16.47
12.76,9.38,185,53.03,5,0,2,2,0,32.07
2.62,6.53,190,8.3,12,0,1,3,2,45.08
7.86,8.63,278,28.11,7,3,2,1,0,42.29
7.92,7.27,276,79.48,8,2,0,2,1,69.9
8.21,8.9,87,95.45,3,4,2,4,1,55.03
12.4,7.07,88,28.46,6,3,2,0,4,32.74
2.07,7.64,54,80.2,14,0,1,1,4,50.49
9.75,4.38,310,65.46,12,1,1,1,3,13.16
2.76,4.59,321,70.27,6,3,2,3,3,12.35
8.26,7.44,52,61.75,12,3,1,1,0,63.04
0.71,5.94,174,51.39,9,1,2,4,1,22.08
8.29,2.07,182,3.48,9,2,0,4,2,5.5
11.67,8.26,66,96.62,6,0,0,0,2,43.54
10.45,2.99,234,47.0,0,3,1,1,0,7.96
6.54,6.35,284,10.74,12,4,2,0,2,59.89
12.76,9.15,65,65.78,1,2,1,4,3,29.59
7.87,0.19,141,14.63,13,3,2,4,2,30.62
11.22,6.32,262,98.36,0,3,1,0,1,55.59
7.18,8.46,85,31.44,10,0,1,1,1,2.18
3.52,5.32,9,32.84,0,1,1,2,0,55.86
2.54,9.42,282,96.0,6,2,1,2,4,64.68
4.75,2.01,56,15.61,13,2,0,4,2,32.01
9.83,4.61,163,31.54,2,3,0,2,4,59.04
0.7,0.37,118,59.78,10,1,1,4,0,14.07
11.38,7.03,30,22.42,8,3,0,1,3,23.67
3.96,4.32,21,22.61,1,1,1,4,2,38.08
9.11,3.19,248,3.69,11,1,0,2,3,43.54
9.09,4.14,346,65.18,14,2,0,2,0,1.0
3.59,1.06,156,40.56,7,4,0,2,1,39.63
11.21,0.31,278,56.03,5,3,0,2,0,40.68
5.03,9.41,176,9.2,4,1,2,2,1,21.25
2.18,0.96,319,63.66,11,1,0,1,3,66.59
3.44,6.85,220,88.36,0,0,2,4,4,40.34
3.5,2.74,215,46.4,1,4,2,0,1,6.96
4.75,5.26,201,21.02,5,0,2,2,2,47.21
11.33,8.14,90,35.71,11,3,0,2,3,6.51
12.43,7.35,85,77.21,13,3,0,3,1,48.74
12.2,0.8,209,8.91,12,3,1,2,3,18.2
2.76,8.02,274,28.35,0,2,0,1,4,2.88
1.09,9.49,140,3.98,9,0,2,3,0,45.17
5.45,9.38,286,44.95,7,3,0,0,0,6.1
3.11,0.49,141,1.42,14,1,2,2,3,7.07
6.67,9.27,305,54.87,6,4,0,3,1,24.97
12.86,5.05,253,51.31,12,2,1,1,3,46.71
9.56,4.51,14,89.43,8,2,1,1,4,20.93
3.73,1.45,262,43.31,11,4,2,4,0,56.0
4.66,3.86,49,71.45,1,4,1,0,1,10.55
9.03,4.52,36,92.14,5,3,0,4,2,48.81
0.89,8.02,180,12.39,3,2,2,0,4,36.32
5.61,0.64,247,84.36,8,2,0,2,3,0.6
10.13,6.46,122,41.3,4,2,1,2,4,32.87
1.77,9.55,250,85.37,2,4,2,4,0,46.87
7.48,2.92,96,88.87,2,3,1,3,1,59.81
7.7,2.19,228,14.72,1,0,2,0,4,6.36
4.67,8.68,168,61.02,5,0,2,3,0,12.95
13.37,3.79,115,4.12,3,0,2,1,4,33.89
6.0,9.3,119,99.73,4,4,1,2,2,58.37
9.39,5.35,65,78.74,11,2,0,0,1,38.7
9.64,6.9,104,56.77,13,2,0,2,1,0.65
8.03,4.59,16,10.59,8,2,2,0,2,46.32
9.42,8.89,322,24.08,0,2,1,3,3,67.26
9.07,3.66,336,84.75,1,2,1,4,1,45.29
12.63,5.91,305,19.01,0,3,0,1,4,29.47
11.1,8.94,320,58.62,7,2,1,1,4,54.19
11.01,9.8,311,41.77,2,3,1,1,3,52.42
2.18,8.89,247,95.97,0,2,0,3,3,43.63
12.77,0.71,138,1.75,4,1,0,3,1,13.63
8.14,6.51,68,19.1,14,1,0,0,3,14.45
1.95,0.11,230,5.33,3,3,0,3,2,6.22
0.81,8.95,345,24.41,13,4,0,0,0,32.02
7.61,1.04,348,46.67,4,3,1,4,2,8.82
10.7,0.92,227,30.24,7,0,2,4,4,67.79
5.0,4.58,258,70.36,3,1,1,2,2,63.79
3.29,3.89,267,88.32,1,3,2,4,0,50.25
11.13,4.67,113,71.41,11,3,2,1,1,19.65
0.67,0.59,330,27.76,2,0,1,4,0,10.14
12.69,4.86,184,69.3,3,4,0,1,0,10.74
5.86,9.49,50,24.52,12,3,2,2,2,57.37
0.79,4.68,128,15.15,14,0,0,0,3,12.99
2.82,7.25,346,72.11,4,2,2,1,1,6.74
11.3,2.14,207,43.89,2,4,0,3,0,9.39
7.32,8.37,311,51.9,10,0,1,0,2,48.16
2.01,3.99,248,95.48,1,3,2,4,0,62.31
12.14,5.94,244,68.84,5,0,1,2,1,24.24
1.63,1.6,289,24.16,8,1,1,4,2,42.89
9.14,8.4,16,10.48,4,3,1,0,4,52.64
11.16,1.03,185,55.28,10,3,2,0,4,46.07
0.94,2.63,215,10.53,11,3,2,0,2,66.8
4.74,1.76,184,47.29,3,2,1,1,3,32.47
4.27,2.31,31,25.46,0,2,1,1,2,43.82
9.31,4.54,293,59.67,13,1,1,0,0,13.49
6.85,5.36,25,70.3,10,4,1,3,3,28.74
6.68,8.66,118,18.31,10,0,1,2,1,69.8
3.38,8.37,323,12.9,5,2,1,3,2,54.96
12.18,4.78,166,70.59,0,3,0,3,0,33.25
13.08,0.29,250,63.29,4,2,0,1,0,5.23
5.84,2.74,119,26.94,7,1,0,0,1,2.96
10.6,6.53,272,6.42,1,3,0,1,0,28.8
9.37,6.66,223,39.49,9,1,0,0,1,48.03
6.59,8.47,153,22.02,11,0,1,0,2,55.34
0.93,8.55,139,56.56,10,2,1,2,0,39.26
6.39,8.34,300,90.89,10,3,0,4,2,6.52
12.93,0.43,39,71.21,12,1,0,0,0,21.09
11.82,5.9,69,38.96,9,4,0,1,2,58.97
7.8,0.12,297,24.62,5,4,1,0,1,35.28
2.5,1.78,255,12.09,8,3,0,4,3,48.13
9.94,8.72,285,35.6,12,4,0,0,0,59.74
4.08,6.61,318,9.16,0,0,0,3,1,12.68
12.17,1.15,55,56.63,12,4,2,2,0,38.15
4.59,7.47,81,48.23,0,2,0,2,0,12.08
10.48,7.26,196,98.04,14,3,2,0,1,42.54
4.42,4.36,143,81.17,1,1,2,1,4,28.71
0.98,5.63,197,12.26,11,4,2,1,2,11.19
0.76,7.66,35,39.56,11,4,0,4,4,38.93
12.76,0.04,198,37.93,9,2,1,0,0,50.64
7.07,8.55,77,98.31,3,2,2,2,2,39.41
11.63,7.7,308,87.73,5,4,1,1,2,36.47
4.04,3.12,242,57.9,9,2,1,3,1,30.71
7.44,0.76,82,75.65,8,3,0,1,0,22.46
4.28,0.35,298,72.01,0,4,0,0,1,31.41
6.83,2.9,185,33.76,5,3,0,3,0,49.86
2.94,2.6,45,70.74,10,3,2,3,2,23.21
10.77,9.66,153,72.85,10,1,1,1,0,30.78
7.08,7.7,272,92.86,7,3,0,2,1,0.53
6.27,6.61,69,19.1,14,0,1,3,4,24.51
7.37,1.08,299,64.12,10,2,1,4,1,17.17
8.42,3.42,101,20.73,3,0,0,0,3,63.86
5.32,5.37,256,89.65,2,3,0,4,1,49.17
10.8,5.2,6,31.82,10,4,2,1,0,63.84
4.76,9.96,169,9.0,12,1,0,4,3,23.2
3.25,1.06,84,4.45,6,2,2,3,2,44.51
5.17,9.04,200,0.41,4,1,0,4,3,2.81
7.9,7.87,312,97.51,7,2,2,1,3,64.06
5.19,7.47,260,21.68,10,2,1,2,2,19.03
10.26,0.38,48,58.05,4,0,0,4,1,8.22
9.85,1.96,42,19.68,12,3,0,1,3,64.88
12.78,2.76,266,12.66,14,2,0,4,4,27.41
8.0,3.19,199,49.26,1,3,0,4,4,48.3
5.17,6.28,291,47.01,1,3,0,0,4,64.04
3.85,2.75,119,83.95,10,0,0,2,2,7.08
12.98,7.62,30,44.42,5,1,1,3,4,13.9
11.8,8.25,151,10.87,12,3,0,2,0,62.42
11.03,1.17,109,12.51,12,3,0,2,2,36.33
6.06,5.62,72,38.13,0,2,2,1,0,40.0
2.95,1.33,236,0.45,9,1,1,2,0,17.24
0.84,5.6,283,60.01,10,4,2,2,3,31.85
3.57,3.2,300,81.74,12,1,2,2,3,0.01
11.22,2.65,246,60.71,7,4,1,4,0,46.84
12.32,5.03,99,26.31,9,2,1,2,2,62.26
1.01,1.11,146,41.03,1,3,1,2,3,14.94
7.15,2.35,48,49.76,11,1,0,1,1,21.37
8.06,1.71,269,28.49,4,3,1,4,2,68.58
2.04,1.67,325,25.63,0,2,0,3,4,41.68
6.69,7.51,159,52.05,0,3,2,4,1,36.72
8.97,8.68,251,61.9,11,3,1,2,4,20.12
12.31,2.38,79,89.07,9,3,1,2,4,50.45
11.04,1.11,114,97.6,7,1,1,4,0,7.4
7.14,7.62,10,64.48,3,1,2,2,0,23.31
0.67,2.2,83,57.43,6,0,1,3,2,38.48
4.5,9.73,253,27.11,11,0,0,4,0,22.19
4.59,5.2,335,16.61,12,1,1,1,2,13.38
6.26,1.79,42,83.94,1,3,0,1,3,53.05
11.42,7.34,246,89.09,14,2,1,0,0,33.26
11.31,6.76,128,11.08,12,4,0,0,3,12.68
6.36,9.35,263,95.26,14,4,0,2,1,68.43
2.73,7.55,37,87.87,4,2,1,0,1,9.28
3.56,5.3,269,20.69,2,2,1,2,4,67.89
13.45,1.88,49,64.51,3,2,0,2,4,37.37
6.05,2.86,265,49.2,4,0,2,2,4,62.55
1.54,2.77,264,89.68,14,1,0,3,3,48.14
5.94,4.67,215,31.65,7,0,1,4,4,7.24
3.54,6.28,206,38.2,2,3,2,3,2,31.83
2.28,1.96,117,43.19,14,1,0,3,1,2.27
0.86,9.07,301,57.17,4,3,2,3,2,61.74
7.38,2.96,33,11.7,6,3,1,4,3,68.94
9.38,6.42,27,48.09,11,4,2,3,4,68.61
2.63,3.48,107,19.92,3,4,0,4,3,47.78
3.5,8.91,178,83.8,9,0,1,0,1,50.62
12.8,9.33,205,43.18,3,2,0,1,1,7.81
5.32,4.46,44,0.02,13,2,0,2,0,54.78
3.19,7.11,114,11.42,11,0,1,4,1,62.91
6.31,8.22,288,58.52,5,1,2,3,1,50.73
12.26,8.04,120,16.88,13,1,2,4,1,41.74
2.76,0.32,17,55.38,11,2,2,2,1,49.09
6.65,6.13,183,61.51,2,4,0,4,3,22.47
4.74,6.86,171,86.41,9,2,0,4,1,63.75
6.25,5.17,115,67.63,10,0,2,4,1,42.89
13.38,1.22,337,87.18,2,1,0,4,2,45.49
5.07,4.33,37,90.5,9,2,1,1,0,20.32
4.09,2.95,13,37.0,7,4,2,0,1,52.69
5.18,5.22,114,25.49,9,1,2,1,0,1.3
6.41,4.97,293,94.21,10,1,0,4,4,47.86
8.65,2.49,53,69.0,7,0,0,3,0,39.22
10.46,4.68,163,3.83,1,3,0,3,3,59.14
10.38,0.95,47,40.62,8,2,1,0,4,36.31
13.27,1.3,220,87.37,12,0,0,0,2,48.84
9.29,1.54,218,19.15,13,1,0,4,4,56.83
3.48,9.45,109,82.83,3,0,0,2,0,44.64
11.84,4.33,170,86.28,6,2,0,0,2,60.36
3.64,9.85,255,48.32,11,2,0,1,3,11.73
1.86,1.46,191,28.66,13,4,0,4,0,38.16
2.28,7.79,70,23.68,11,3,2,4,1,35.9
11.58,1.08,81,40.71,8,3,0,1,1,28.77
5.78,0.98,180,36.45,7,3,1,2,4,38.54
12.43,3.96,221,83.85,1,0,0,3,4,6.86
11.99,8.26,348,71.57,1,3,1,2,0,69.82
7.94,6.27,165,9.96,14,4,0,2,3,38.62
1.08,3.07,108,29.47,3,0,2,1,3,14.02
12.84,6.78,192,41.78,3,1,2,1,2,47.76
6.41,4.09,72,1.12,0,4,0,2,0,12.11
9.55,7.96,63,75.05,9,3,2,0,1,4.03
7.14,2.02,267,85.61,9,0,0,4,3,15.65
10.85,8.65,12,56.27,4,2,2,2,3,31.9
2.0,8.67,69,24.14,1,4,2,4,4,59.61
6.05,0.39,41,41.15,6,1,2,0,2,47.88
3.52,7.91,222,9.32,13,0,0,1,4,49.96
0.65,5.74,322,26.52,12,0,0,2,1,66.6
5.22,6.87,183,15.92,5,2,0,0,4,53.28
2.54,9.2,328,65.6,4,2,1,2,3,61.2
7.57,9.2,235,33.58,6,3,2,3,4,4.18
12.45,0.43,40,75.09,9,0,2,3,2,45.88
8.62,8.02,172,23.91,2,1,0,3,4,11.96
2.15,9.62,5,77.66,4,3,2,2,2,49.35
2.99,3.1,307,66.26,3,2,2,0,1,22.8
0.75,7.28,281,47.29,3,4,0,3,0,54.26
3.28,1.57,155,42.56,13,2,0,3,2,38.7
13.25,6.14,88,89.37,11,4,0,2,2,56.1
6.89,6.01,191,54.26,7,0,0,2,3,63.18
6.65,9.99,71,10.45,13,2,1,2,4,35.22
9.45,3.49,135,99.23,5,3,2,4,3,23.96
7.97,5.27,209,73.81,13,1,1,3,0,20.59
1.72,6.52,68,73.05,6,3,2,1,4,34.32
5.42,9.76,82,76.54,6,3,0,3,0,46.27
7.58,8.73,317,77.95,8,0,0,0,0,18.93
9.79,3.61,257,98.11,2,2,0,0,2,7.23
3.97,8.43,48,44.44,2,1,1,2,1,61.24
8.07,3.3,247,22.76,12,3,0,2,0,29.96
